artist;song;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo
Azealia Banks;212;0,847;0,769;11;-5,761;0;0,258;0,0145;0,00012;0,0767;0,626;126,017
Maroon 5;Payphone;0,743;0,752;4;-4,813;1;0,0414;0,0188;0;0,287;0,545;110,015
James Arthur;Impossible;0,376;0,695;0;-4,782;0;0,0933;0,135;0;0,11;0,302;169,533
Michel Teló;Ai Se Eu Te Pego - Live;0,676;0,935;11;-4,55;1;0,0692;0,357;0;0,853;0,85;96,055
Otto Knows;Million Voices - Radio Edit;0,582;0,894;8;-6,298;1;0,041;0,0022;0,0223;0,0664;0,0694;125,946
Icona Pop;I Love It;0,71;0,901;1;-2,686;1;0,0296;0,00828;1,34E-05;0,172;0,86;125,953
Tyga;Rack City;0,929;0,339;1;-10,881;1;0,371;0,0373;1,96E-05;0,187;0,273;98,986
Calvin Harris;Feel So Close - Radio Edit;0,707;0,924;7;-2,842;1;0,031;0,000972;0,00703;0,204;0,919;127,937
Jennifer Lopez;Dance Again;0,797;0,867;11;-5,242;0;0,0696;0,0158;2,79E-06;0,0868;0,716;127,974
Grimes;Oblivion;0,697;0,529;2;-8,838;1;0,0338;0,115;0,901;0,0895;0,486;155,974
Adele;Rumour Has It;0,612;0,748;0;-5,014;1;0,0445;0,617;0;0,167;0,574;120,052
Coldplay;Paradise;0,449;0,585;5;-6,761;1;0,0268;0,0509;8,75E-05;0,0833;0,212;139,631
Chris Brown;Turn Up the Music;0,594;0,841;1;-5,792;1;0,102;0,000238;2,22E-06;0,156;0,643;129,925
Frank Ocean;Lost;0,913;0,603;8;-4,892;1;0,226;0,0272;0,000503;0,167;0,497;123,061
Calvin Harris;Let's Go (feat. Ne-Yo);0,71;0,882;4;-2,932;0;0,0595;0,00777;0,00771;0,294;0,875;128,016
The Script;Hall of Fame (feat. will.i.am);0,421;0,873;10;-4,343;1;0,0564;0,0654;0;0,123;0,629;84,786
Swedish House Mafia;Don't You Worry Child - Radio Edit;0,612;0,84;11;-3,145;0;0,0509;0,112;0;0,116;0,438;129,042
MARINA;How to Be a Heartbreaker;0,69;0,897;11;-4,696;0;0,0506;0,0142;0;0,108;0,849;140,05
Justin Bieber;Boyfriend;0,717;0,55;10;-6,019;0;0,0519;0,0358;0,00198;0,126;0,331;96,979
David Guetta;Titanium (feat. Sia);0,604;0,787;0;-3,674;0;0,103;0,0679;0,15;0,127;0,301;126,062
Jessie J;Domino;0,758;0,557;7;-4,568;1;0,034;0,0117;0;0,0418;0,781;126,986
Taylor Swift;I Knew You Were Trouble.;0,622;0,469;3;-6,798;0;0,0363;0,00454;2,25E-06;0,0335;0,679;77,019
ScHoolboy Q;Hands on the Wheel (feat. Asap Rocky);0,646;0,784;1;-7,471;0;0,108;0,0166;0;0,0721;0,179;127,839
P!nk;Try;0,674;0,628;2;-7,079;1;0,03;0,00144;0;0,0944;0,552;103,998
Robbie Williams;Candy;0,715;0,791;10;-6,63;1;0,0414;0,0368;0;0,0694;0,879;116,043
Snoop Dogg;Young, Wild & Free (feat. Bruno Mars);0,715;0,655;0;-6,425;1;0,137;0,0525;0;0,115;0,531;95,078
Justin Bieber;As Long As You Love Me;0,571;0,873;0;-3,382;0;0,1;0,0811;0;0,361;0,613;139,691
Rita Ora;R.I.P. (feat. Tinie Tempah);0,603;0,831;11;-3,443;0;0,0479;0,027;0;0,652;0,358;72,022
Alex Clare;Too Close;0,588;0,694;11;-4,278;0;0,0387;0,00948;0;0,113;0,271;126,027
Tyga;Faded;0,831;0,667;1;-8,438;1;0,188;0,0103;0;0,35;0,339;95,073
Alesso;Years - ラジオ・エディット;0,37;0,823;2;-6,245;1;0,0805;0,00234;1,91E-06;0,174;0,323;128,008
Guy Sebastian;Battle Scars (feat. Lupe Fiasco);0,61;0,863;5;-2,632;0;0,206;0,186;0;0,097;0,508;83,993
Katy Perry;The One That Got Away;0,687;0,792;1;-4,023;0;0,0353;0,000802;0;0,2;0,864;133,962
Avicii;Silhouettes - Original Radio Edit;0,605;0,8;5;-6,235;0;0,0545;0,155;0,0562;0,121;0,836;128,074
Gotye;Somebody That I Used To Know;0,863;0,527;0;-6,896;1;0,0358;0,607;0,000168;0,107;0,674;129,054
Flo Rida;Wild Ones (feat. Sia);0,608;0,86;5;-5,324;0;0,0554;0,0991;0;0,262;0,437;127,075
One Direction;What Makes You Beautiful;0,726;0,787;4;-2,494;1;0,0737;0,009;0;0,0596;0,888;124,99
Lana Del Rey;Born To Die;0,18;0,636;4;-6,591;0;0,0439;0,209;0,000133;0,217;0,39;75,223
Kesha;C'Mon;0,558;0,781;1;-5,448;0;0,0963;0,00657;0,00144;0,102;0,286;126,025
Owl City;Good Time;0,56;0,872;3;-4,269;1;0,14;0,0239;6,98E-06;0,371;0,682;126,05
Calvin Harris;We'll Be Coming Back (feat. Example);0,596;0,952;7;-4,364;1;0,0873;0,00131;0;0,598;0,571;127,945
Emeli Sandé;Read All About It, Pt. III;0,63;0,44;2;-7,186;1;0,0249;0,822;3,87E-06;0,0926;0,343;98,082
Ellie Goulding;Lights - Single Version;0,682;0,795;8;-6,17;0;0,0367;0,0297;0,0391;0,131;0,78;120,008
Train;Drive By;0,765;0,837;1;-3,113;0;0,032;0,00107;1,06E-05;0,0801;0,721;122,028
Disclosure;Latch;0,503;0,727;1;-5,456;1;0,167;0,0159;9,45E-05;0,0895;0,521;121,985
Coldplay;Princess of China;0,42;0,69;9;-6,221;0;0,0347;0,00385;0,015;0,287;0,237;85,014
One Direction;Live While We're Young;0,658;0,837;2;-2,063;1;0,0543;0,0629;0;0,0969;0,936;126,015
Gym Class Heroes;Ass Back Home (feat. Neon Hitch);0,716;0,838;10;-4,289;1;0,0513;0,134;0;0,148;0,646;130,034
Carrie Underwood;Blown Away;0,531;0,843;9;-2,569;0;0,0429;0,0909;0;0,0283;0,392;136,991
alt-J;Breezeblocks;0,616;0,656;5;-7,298;1;0,0344;0,096;0,000879;0,205;0,286;150,071
Chris Brown;Don't Wake Me Up;0,602;0,691;7;-5,197;0;0,051;0,0548;0;0,144;0,206;127,967
Kelly Clarkson;Stronger (What Doesn't Kill You);0,562;0,939;0;-4,282;1;0,0475;0,046;0;0,112;0,684;116,044
Drake;The Motto;0,766;0,442;1;-8,558;1;0,356;0,000107;6,12E-05;0,111;0,39;201,8
Katy Perry;Wide Awake;0,514;0,683;5;-5,099;1;0,0367;0,0749;2,64E-06;0,392;0,575;159,814
Rita Ora;How We Do (Party);0,738;0,922;7;-3,94;1;0,0833;0,0034;0;0,0986;0,689;116,024
Rudimental;Feel the Love (feat. John Newman);0,389;0,706;1;-6,849;1;0,0593;0,0026;0,000182;0,686;0,238;179,911
Lana Del Rey;Ride;0,373;0,686;0;-5,52;1;0,034;0,128;1,96E-06;0,383;0,189;93,763
Ne-Yo;Let Me Love You (Until You Learn To Love Yourself);0,658;0,677;5;-6,628;1;0,0393;0,248;0;0,368;0,248;124,91
Demi Lovato;Give Your Heart a Break;0,651;0,695;6;-3,218;1;0,0487;0,23;0;0,144;0,569;123,008
Drake;Take Care;0,629;0,515;0;-10,358;0;0,265;0,0267;1,22E-05;0,0888;0,299;121,845
Little Mix;Wings;0,738;0,875;7;-3,141;1;0,127;0,000673;0,000556;0,285;0,538;114,962
Bruno Mars;It Will Rain;0,576;0,835;2;-6,826;1;0,0486;0,337;0;0,082;0,476;150,017
Cher Lloyd;Want U Back;0,696;0,893;9;-2,963;1;0,076;0,0662;0;0,473;0,573;97,954
Lorde;Royals;0,674;0,428;7;-9,504;1;0,122;0,121;0;0,132;0,337;84,878
Robin Thicke;Blurred Lines;0,861;0,504;7;-7,707;1;0,0489;0,00412;1,78E-05;0,0783;0,881;120
Imagine Dragons;Radioactive;0,448;0,784;9;-3,686;1;0,0627;0,106;0,000108;0,668;0,236;136,245
Avicii;Wake Me Up;0,532;0,783;2;-5,697;1;0,0523;0,0038;0,0012;0,161;0,643;124,08
Bruno Mars;Locked out of Heaven;0,726;0,698;5;-4,165;1;0,0431;0,049;0;0,309;0,867;143,994
Macklemore & Ryan Lewis;Thrift Shop (feat. Wanz);0,781;0,526;6;-6,985;0;0,293;0,0619;0;0,0457;0,662;94,992
Daft Punk;Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit;0,794;0,811;6;-8,966;0;0,038;0,0426;1,07E-06;0,101;0,862;116,047
will.i.am;Scream & Shout;0,772;0,685;5;-6,849;1;0,0696;0,019;8,96E-05;0,131;0,501;130,033
Stromae;Papaoutai;0,733;0,818;10;-7,222;0;0,0859;0,0241;0;0,0636;0,253;116,019
Bingo Players;Get Up (Rattle) - Vocal Edit;0,801;0,985;7;-2,69;1;0,0645;0,0205;6,86E-06;0,296;0,722;127,99
Naughty Boy;La La La;0,754;0,677;6;-4,399;0;0,0316;0,112;0;0,111;0,254;124,988
Tom Odell;Another Love;0,445;0,537;4;-8,532;0;0,04;0,695;1,65E-05;0,0944;0,131;122,769
2 Chainz;We Own It (Fast & Furious);0,563;0,902;1;-4,586;0;0,402;0,0545;0;0,0524;0,559;171,999
David Guetta;Play Hard (feat. Ne-Yo & Akon);0,691;0,921;8;-1,702;0;0,0533;0,173;0;0,331;0,8;130,072
Pitbull;Feel This Moment (feat. Christina Aguilera);0,673;0,758;7;-3,632;1;0,158;0,039;0;0,341;0,542;135,956
will.i.am;#thatPOWER;0,797;0,608;6;-6,096;0;0,0584;0,00112;7,66E-05;0,0748;0,402;127,999
Lil Wayne;Love Me;0,669;0,634;11;-6,476;1;0,0327;0,0125;0;0,0946;0,496;124,906
Macklemore & Ryan Lewis;Can't Hold Us (feat. Ray Dalton);0,641;0,922;2;-4,457;1;0,0786;0,0291;0;0,0862;0,847;146,078
Martin Garrix;Animals - Radio Edit;0,593;0,914;1;-5,351;1;0,0363;0,00137;0,445;0,0714;0,0381;128,015
Jason Derulo;Talk Dirty (feat. 2 Chainz);0,76;0,652;6;-7,321;1;0,232;0,0348;0;0,307;0,759;100,315
John Newman;Love Me Again;0,495;0,894;2;-4,814;0;0,0441;0,00453;0,000596;0,103;0,213;126,03
Britney Spears;Work B**ch;0,63;0,816;9;-6,535;1;0,15;0,124;0,00111;0,0616;0,85;128,012
The Neighbourhood;Sweater Weather;0,612;0,807;10;-2,81;1;0,0336;0,0495;0,0177;0,101;0,398;124,053
Sebastian Ingrosso;Reload - Radio Edit;0,485;0,724;9;-4,633;0;0,0521;0,0736;0;0,0631;0,433;128,045
Capital Cities;Safe And Sound;0,652;0,783;0;-4,829;1;0,0309;0,000189;0,0173;0,0889;0,836;117,952
Demi Lovato;Heart Attack;0,504;0,785;8;-4,802;1;0,104;0,0738;0;0,239;0,502;173,968
Arctic Monkeys;Why'd You Only Call Me When You're High?;0,691;0,631;2;-6,478;1;0,0368;0,0483;1,13E-05;0,104;0,8;92,004
Justin Bieber;Beauty And A Beat;0,602;0,843;0;-4,831;1;0,0593;0,000688;5,27E-05;0,0682;0,526;128,003
Eminem;The Monster;0,781;0,853;1;-3,68;0;0,0715;0,0525;0;0,12;0,624;110,049
Pitbull;Don't Stop the Party (feat. TJR);0,722;0,958;4;-3,617;1;0,0912;0,00726;0;0,375;0,952;127,008
Selena Gomez;Come & Get It;0,546;0,787;7;-4,1;0;0,0517;0,0101;0,00021;0,0809;0,573;79,979
P!nk;True Love (feat. Lily Allen);0,457;0,823;9;-4,76;1;0,311;0,00144;0;0,108;0,578;192,205
Disclosure;White Noise;0,665;0,844;10;-6,164;0;0,0501;0,00963;0,000215;0,311;0,902;119,978
Flo Rida;I Cry;0,693;0,822;4;-5,441;0;0,0439;0,00616;1,79E-06;0,315;0,763;126,035
Kanye West;Black Skinhead;0,578;0,825;1;-6,107;1;0,322;0,000986;0;0,176;0,283;130,089
Lana Del Rey;Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix;0,572;0,81;1;-5,791;0;0,0558;0,0157;6,53E-06;0,13;0,11;126,052
Eminem;Berzerk;0,739;0,872;11;-4,059;0;0,333;0,0217;0;0,26;0,684;95,084
Icona Pop;I Love It (feat. Charli XCX);0,711;0,906;8;-2,671;1;0,0284;0,00952;1,64E-05;0,153;0,824;125,916
Fall Out Boy;My Songs Know What You Did In The Dark (Light Em Up);0,558;0,924;9;-4,341;0;0,064;0,0271;3,32E-06;0,537;0,567;151,99
Lorde;Team;0,691;0,582;6;-7,444;1;0,0939;0,162;0;0,247;0,427;100,05
Avicii;I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit;0,509;0,79;6;-3,782;0;0,0374;0,332;6,67E-05;0,316;0,638;127,946
Imagine Dragons;Demons;0,505;0,71;3;-3,015;1;0,0321;0,19;0,00025;0,269;0,428;89,938
One Direction;One Way or Another (Teenage Kicks);0,489;0,867;4;-3,121;0;0,071;0,025;0;0,586;0,409;162,131
Taylor Swift;I Knew You Were Trouble.;0,622;0,469;3;-6,798;0;0,0363;0,00454;2,25E-06;0,0335;0,679;77,019
Arctic Monkeys;Do I Wanna Know?;0,548;0,532;5;-7,596;1;0,0323;0,186;0,000263;0,217;0,405;85,03
Rudimental;Waiting All Night (feat. Ella Eyre);0,544;0,728;6;-5,358;0;0,05;0,00264;0,00959;0,427;0,281;174,983
Klangkarussell;Sonnentanz - Sun Don't Shine;0,579;0,549;5;-8,262;0;0,0909;0,104;0,0202;0,0964;0,155;119,74
Calvin Harris;Drinking from the Bottle (feat. Tinie Tempah);0,665;0,886;9;-4,175;0;0,0514;0,0469;6,24E-05;0,0525;0,53;128,062
A$AP Rocky;F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar);0,853;0,693;1;-6,87;1;0,275;0,0239;0;0,11;0,662;95,967
P!nk;Try;0,674;0,628;2;-7,079;1;0,03;0,00144;0;0,0944;0,552;103,998
Ylvis;The Fox (What Does the Fox Say?);0,703;0,867;6;-4,292;1;0,0453;0,107;0;0,119;0,546;128,008
Ellie Goulding;Burn;0,559;0,777;1;-5,031;1;0,0432;0,31;0;0,105;0,329;87,016
Baauer;Harlem Shake;0,452;0,794;0;-5,151;1;0,0483;0,0111;0,00182;0,416;0,282;137,825
Calvin Harris;I Need Your Love (feat. Ellie Goulding);0,695;0,869;8;-5,066;1;0,0483;0,41;0;0,237;0,58;124,989
Katy Perry;This Is How We Do;0,69;0,636;9;-6,028;0;0,0457;0,0203;0;0,147;0,8;96
AWOLNATION;Sail;0,825;0,435;1;-9,582;1;0,0568;0,452;0,609;0,0953;0,243;119,038
Duke Dumont;Need U (100%) [feat. A*M*E] - Radio Edit;0,681;0,835;0;-5,705;0;0,049;0,00176;0,00183;0,354;0,469;124,047
Jason Derulo;The Other Side;0,561;0,836;9;-3,939;1;0,1;0,0525;0;0,136;0,517;127,923
Storm Queen;Look Right Through - MK Vocal Edit;0,832;0,815;0;-8,035;0;0,081;0,00304;0,00553;0,263;0,519;119,995
Calvin Harris;Sweet Nothing (feat. Florence Welch);0,573;0,929;8;-3,942;0;0,109;0,197;0,000112;0,0567;0,582;127,934
Katy Perry;Unconditionally;0,555;0,729;7;-4,813;1;0,0387;0,00357;0;0,209;0,369;129,003
Wale;Bad (feat. Rihanna) - Remix;0,807;0,702;6;-6,594;0;0,0748;0,307;0;0,111;0,447;114,038
Ciara;Body Party;0,577;0,576;2;-6,299;1;0,0563;0,0143;0;0,602;0,12;133,973
Drake;Started From the Bottom;0,794;0,523;8;-7,829;1;0,161;0,0331;0;0,156;0,56;86,307
Birdy;Wings;0,474;0,707;7;-4,534;1;0,0253;0,0831;0;0,162;0,224;83,235
Bastille;Of The Night;0,67;0,829;5;-7,2;0;0,0427;0,0192;0,000225;0,089;0,349;125,01
Olly Murs;Dear Darlin';0,512;0,828;11;-4,672;0;0,0454;0,00627;8,73E-06;0,119;0,34;124,021
Katy Perry;Roar;0,554;0,772;7;-4,821;0;0,0418;0,00487;6,60E-06;0,354;0,455;179,984
Blake Shelton;Sure Be Cool If You Did;0,576;0,726;11;-4,625;1;0,035;0,255;0;0,108;0,582;136,802
Calvin Harris;Thinking About You (feat. Ayah Marar);0,725;0,874;0;-3,715;0;0,0396;0,00262;0,000412;0,0958;0,748;127,985
JAY-Z;Holy Grail;0,676;0,534;2;-6,901;0;0,0831;0,0594;8,59E-06;0,256;0,156;145,082
Bridgit Mendler;Ready or Not;0,715;0,872;2;-3,835;1;0,0509;0,00351;3,84E-05;0,107;0,748;93,043
The Saturdays;What About Us;0,704;0,68;7;-4,751;1;0,0581;0,0059;0;0,213;0,689;123,973
Bastille;Pompeii;0,679;0,715;9;-6,383;1;0,0407;0,0755;0;0,271;0,571;127,435
One Direction;Best Song Ever;0,652;0,877;1;-2,986;1;0,0465;0,0227;0;0,0789;0,486;118,491
Nelly;Hey Porsche;0,726;0,795;9;-4,653;1;0,029;0,136;0;0,698;0,952;115,995
Zedd;Clarity;0,523;0,78;8;-3,464;1;0,0753;0,0366;0;0,0751;0,193;128,006
Miley Cyrus;Wrecking Ball;0,53;0,422;5;-6,262;1;0,0342;0,407;0;0,107;0,349;119,964
Chris Brown;Fine China;0,659;0,735;10;-4,758;0;0,056;0,0466;0;0,111;0,609;104,038
Daft Punk;Lose Yourself to Dance (feat. Pharrell Williams);0,832;0,659;10;-7,828;0;0,057;0,0839;0,00114;0,0753;0,674;100,163
Armin van Buuren;This Is What It Feels Like;0,551;0,833;8;-5,217;1;0,03;0,0391;2,77E-06;0,0632;0,145;129,885
Justin Timberlake;Mirrors;0,574;0,512;5;-6,664;0;0,0503;0,234;0;0,0946;0,512;76,899
Bruno Mars;Treasure;0,874;0,692;5;-5,28;0;0,0431;0,0412;7,24E-05;0,324;0,937;116,017
Of Monsters and Men;Little Talks;0,457;0,757;1;-5,177;1;0,032;0,0206;0;0,146;0,417;102,961
Miley Cyrus;We Can't Stop;0,613;0,622;1;-5,794;0;0,0334;0,00882;0;0,37;0,484;80,003
J. Cole;Power Trip (feat. Miguel);0,667;0,61;1;-7,054;1;0,217;0,322;0,000203;0,426;0,465;99,991
Paramore;Still into You;0,602;0,923;5;-3,763;1;0,044;0,0098;0;0,0561;0,765;136,01
Christina Perri;human;0,439;0,489;8;-6,286;1;0,0368;0,132;0,000643;0,114;0,253;143,808
Drake;Hold On, We're Going Home;0,773;0,414;6;-7,436;0;0,0961;0,00411;3,40E-05;0,0733;0,289;99,993
James Blunt;Bonfire Heart;0,575;0,821;0;-5,7;1;0,0527;0,181;0;0,124;0,449;118,021
Maroon 5;Daylight;0,656;0,674;7;-5,473;1;0,0269;0,00242;0;0,255;0,369;120,001
Childish Gambino;3005;0,681;0,463;6;-6,542;0;0,289;0,128;0;0,0769;0,661;82,92
Avril Lavigne;Here's to Never Growing Up;0,483;0,871;0;-3,084;1;0,101;0,015;0;0,415;0,716;164,986
Taylor Swift;22;0,661;0,729;7;-6,561;1;0,0376;0,00215;0,0013;0,0477;0,668;103,987
Passenger;Let Her Go;0,509;0,538;7;-7,335;1;0,0572;0,385;0;0,104;0,244;75,089
Ariana Grande;The Way;0,645;0,878;5;-3,208;0;0,113;0,294;0;0,076;0,862;82,324
Rihanna;Stay;0,621;0,31;9;-10,164;0;0,0283;0,945;6,12E-05;0,117;0,125;111,893
Justin Timberlake;Suit & Tie (feat. Jay-Z);0,795;0,596;11;-3,799;0;0,219;0,103;0;0,164;0,357;101,985
Bruno Mars;When I Was Your Man;0,612;0,28;0;-8,648;1;0,0434;0,932;0;0,088;0,387;72,795
Florida Georgia Line;Cruise;0,457;0,948;10;-3,364;1;0,0354;0,0191;0;0,0536;0,878;148
Pharrell Williams;"Happy - From ""Despicable Me 2""";0,647;0,822;5;-4,662;0;0,183;0,219;0;0,0908;0,962;160,019
Katy Perry;Dark Horse;0,647;0,585;6;-6,123;1;0,0512;0,00314;0;0,165;0,353;131,934
ScHoolboy Q;Collard Greens;0,826;0,571;11;-4,871;1;0,064;0,0239;7,38E-06;0,207;0,666;153,972
Iggy Azalea;Fancy;0,912;0,716;10;-4,141;0;0,0697;0,0904;0;0,0491;0,377;94,981
Maroon 5;Animals;0,279;0,742;4;-6,46;0;0,0898;0,000185;0;0,593;0,328;189,868
Sam Smith;Stay With Me;0,418;0,42;0;-6,444;1;0,0414;0,588;6,39E-05;0,11;0,184;84,094
MAGIC!;Rude;0,773;0,758;1;-4,993;1;0,0381;0,0422;0;0,305;0,925;144,033
Sia;Chandelier;0,399;0,787;1;-2,88;1;0,0499;0,0197;6,07E-05;0,0685;0,572;117,089
John Legend;All of Me;0,422;0,264;8;-7,064;1;0,0322;0,922;0;0,132;0,331;119,93
ZHU;Faded;0,861;0,475;9;-7,195;0;0,0487;0,00865;0,119;0,122;0,599;124,96
Meghan Trainor;All About That Bass;0,807;0,887;9;-3,726;1;0,0503;0,0573;2,87E-06;0,124;0,961;134,052
David Guetta;Lovers on the Sun (feat. Sam Martin);0,645;0,891;6;-2,505;0;0,0387;0,0932;3,88E-06;0,379;0,568;124,915
Iggy Azalea;Black Widow;0,743;0,72;11;-3,753;1;0,124;0,192;0,000386;0,109;0,519;163,99
Tove Lo;Habits (Stay High);0,733;0,65;5;-3,539;1;0,0315;0,0703;6,59E-05;0,0829;0,348;110,003
Oliver Heldens;Gecko (Overdrive) - Radio Edit;0,609;0,885;0;-5,469;1;0,0642;0,00521;1,15E-05;0,336;0,76;124,959
DJ Snake;You Know You Like It;0,407;0,725;5;-5,346;0;0,188;0,0141;2,46E-06;0,306;0,247;196,093
Jason Derulo;Talk Dirty (feat. 2 Chainz);0,76;0,652;6;-7,321;1;0,232;0,0348;0;0,307;0,759;100,315
Maroon 5;Maps;0,737;0,723;1;-5,51;0;0,0295;0,0179;0;0,0675;0,893;120,003
David Guetta;Bad (feat. Vassy) - Radio Edit;0,614;0,972;5;-3,927;0;0,088;0,00125;0,0186;0,328;0,411;127,966
Tinashe;2 On (feat. ScHoolboy Q);0,742;0,595;9;-7,51;1;0,107;0,15;0;0,111;0,431;101,013
Route 94;My Love (feat. Jess Glynne);0,814;0,622;8;-7,573;1;0,0492;0,000132;0,72;0,0658;0,726;119,976
Taylor Swift;Bad Blood;0,646;0,794;7;-6,104;1;0,19;0,0885;6,16E-06;0,201;0,287;170,216
Trey Songz;Na Na;0,67;0,476;9;-6,253;0;0,0406;0,328;0;0,104;0,235;96,975
Calvin Harris;Under Control (feat. Hurts);0,544;0,915;8;-3,405;1;0,0841;0,129;0,000914;0,115;0,51;126,094
O.T. Genasis;CoCo;0,886;0,628;8;-5,949;1;0,131;0,00215;1,15E-05;0,31;0,178;119,906
Jason Derulo;Wiggle (feat. Snoop Dogg);0,697;0,621;9;-6,886;0;0,25;0,0802;0;0,162;0,721;81,946
Lilly Wood and The Prick;Prayer in C - Robin Schulz Radio Edit;0,76;0,886;9;-5,356;0;0,0258;0,0219;7,43E-06;0,623;0,78;123,002
Jeremih;Don't Tell 'Em;0,856;0,527;2;-5,225;1;0,0997;0,392;0;0,11;0,386;98,052
Nicki Minaj;Anaconda;0,964;0,605;9;-6,223;1;0,179;0,0668;7,78E-06;0,214;0,646;129,994
Calvin Harris;Blame (feat. John Newman);0,414;0,857;0;-4,078;0;0,0808;0,0287;0,00574;0,343;0,348;128,024
DJ Snake;Turn Down for What;0,818;0,799;1;-4,1;0;0,156;0,00107;0,128;0,057;0,0815;100,014
Pitbull;Timber (feat. Ke$ha);0,581;0,963;11;-4,087;1;0,0981;0,0295;0;0,139;0,788;129,992
OneRepublic;Counting Stars;0,663;0,705;1;-4,972;0;0,0385;0,0654;0;0,117;0,477;122,014
Bobby Shmurda;Hot N*gga;0,794;0,51;9;-7,314;1;0,42;0,0505;1,81E-06;0,0562;0,18;167,879
Calvin Harris;Summer;0,603;0,861;4;-3,565;0;0,0325;0,0215;0,043;0,1;0,72;127,962
ScHoolboy Q;Man Of The Year;0,743;0,861;3;-5,234;1;0,0428;0,00518;0;0,181;0,391;111,959
Nico & Vinz;Am I Wrong;0,729;0,675;8;-6,003;1;0,0312;0,175;1,58E-06;0,55;0,779;119,968
Becky G;Shower;0,699;0,529;2;-7,548;1;0,0487;0,0317;3,59E-05;0,285;0,121;119,987
Sigma;Nobody To Love - Radio Edit;0,441;0,921;8;-3,32;1;0,0436;0,000526;6,34E-06;0,177;0,182;175,001
The Chainsmokers;#SELFIE - Original Mix;0,789;0,915;0;-3,263;1;0,248;0,0135;8,77E-06;0,0818;0,66;127,955
Lorde;Team;0,69;0,578;6;-7,436;1;0,0929;0,167;0;0,305;0,416;99,961
Rixton;Me And My Broken Heart;0,545;0,783;5;-4,261;0;0,0345;0,00489;0;0,132;0,551;174,084
Klingande;Jubel - Radio Edit;0,686;0,524;0;-7,251;1;0,0343;0,649;0,0569;0,14;0,0951;124,938
Mr. Probz;Waves - Robin Schulz Radio Edit;0,829;0,51;5;-9,334;0;0,0369;0,00821;0,0014;0,0829;0,45;119,993
Paloma Faith;Only Love Can Hurt Like This;0,566;0,885;8;-4,528;1;0,0818;0,0958;9,97E-05;0,334;0,304;90,99
Kiesza;Hideaway;0,838;0,72;7;-4,135;0;0,0483;0,0862;0,00696;0,0772;0,203;122,993
Ellie Goulding;Burn;0,559;0,777;1;-5,031;1;0,0432;0,31;0;0,105;0,329;87,016
Ariana Grande;Break Free;0,687;0,702;7;-5,324;0;0,0455;0,0064;4,35E-05;0,204;0,284;129,956
Kid Ink;Show Me (feat. Chris Brown);0,711;0,508;7;-7,299;1;0,0502;0,0355;0;0,141;0,663;98,098
Tove Lo;Talking Body;0,736;0,761;4;-5,449;0;0,0338;0,0966;0;0,0823;0,114;119,999
Chris Brown;Loyal (feat. Lil Wayne & Tyga);0,841;0,522;10;-5,963;0;0,049;0,0168;1,37E-06;0,188;0,616;99,059
OneRepublic;Love Runs Out;0,719;0,935;7;-3,752;1;0,0589;0,167;0;0,0973;0,738;120,022
Olly Murs;Up (feat. Demi Lovato);0,69;0,845;9;-4,676;1;0,0339;0,0193;0;0,101;0,638;114,948
Peking Duk;High (feat. Nicole Millar);0,525;0,803;0;-4,052;0;0,0492;0,00129;0,000868;0,29;0,383;100,094
Milky Chance;Stolen Dance;0,885;0,581;11;-8,813;1;0,0378;0,427;0,000204;0,0759;0,728;114,016
Ed Sheeran;Don't;0,806;0,608;1;-7,008;1;0,0659;0,0113;0;0,635;0,849;95,049
Ariana Grande;Love Me Harder;0,472;0,714;1;-4,389;0;0,0334;0,00937;0;0,0764;0,24;98,992
Enrique Iglesias;Bailando - Spanish Version;0,718;0,792;7;-3,519;1;0,105;0,0467;3,65E-06;0,0399;0,96;90,949
Avicii;Hey Brother;0,545;0,78;7;-4,867;0;0,0436;0,0309;4,64E-05;0,0828;0,458;125,014
Jessie J;Bang Bang;0,706;0,786;0;-3,417;0;0,091;0,26;0;0,38;0,751;150,028
Duke Dumont;I Got U;0,636;0,761;9;-7,752;0;0,035;0,00377;0,00784;0,0851;0,463;120,837
Gorgon City;Ready For Your Love;0,677;0,753;5;-7,038;1;0,154;0,0531;0,0128;0,333;0,471;121,939
Taylor Swift;Style;0,588;0,791;7;-5,595;1;0,0402;0,00245;0,00258;0,118;0,487;94,933
MKTO;Classic;0,72;0,791;1;-4,689;1;0,124;0,0384;0;0,157;0,756;102,071
Disclosure;Latch;0,503;0,727;1;-5,456;1;0,167;0,0159;9,45E-05;0,0895;0,521;121,985
Ariana Grande;Problem;0,66;0,805;1;-5,352;0;0,153;0,0192;8,83E-06;0,159;0,625;103,008
Charli XCX;Boom Clap;0,659;0,911;4;-2,28;1;0,0786;0,154;0,000304;0,191;0,576;91,999
One Direction;Steal My Girl;0,536;0,768;10;-5,948;0;0,0347;0,00433;0;0,114;0,545;77,217
Tiësto;Red Lights;0,653;0,829;10;-4,783;1;0,0377;0,000739;1,50E-06;0,225;0,545;124,989
